N num_iterations time_per_iteration total_time
num_nodes,10, num_iter, 2, precision,0.0001730535,exec_time,0.000346107
num_nodes,100, num_iter, 8, precision,0.00123440525,exec_time,0.009875242
num_nodes,1000, num_iter, 13, precision,0.0125352857,exec_time,0.162958714
num_nodes,10000, num_iter, 17, precision,0.156217883,exec_time,2.65570401
num_nodes,25000, num_iter, 18, precision,0.399064445,exec_time,7.18316001
num_nodes,50000, num_iter, 19, precision,0.799043786,exec_time,15.1818319
num_nodes,75000, num_iter, 21, precision,1.1653766,exec_time,24.4729086
num_nodes,100000, num_iter, 20, precision,1.56024607,exec_time,31.2049213
num_nodes,250000, num_iter, 23, precision,4.14276673,exec_time,95.2836349
